id,day,prize,sig,url
ktd-2025-08-12-001,2025-08-12,trident,a5d3af28fff9d7cf9d1f1188b3af6c63ea1ec3c28fc66b2ca138830999163f59,http://localhost:3000/jugar?id=ktd-2025-08-12-001&sig=a5d3af28fff9d7cf9d1f1188b3af6c63ea1ec3c28fc66b2ca138830999163f59
ktd-2025-08-12-002,2025-08-12,agua,221ea5ee879c927c9d52524f9503c065e300126b713b13afe0ee61565bf66511,http://localhost:3000/jugar?id=ktd-2025-08-12-002&sig=221ea5ee879c927c9d52524f9503c065e300126b713b13afe0ee61565bf66511
ktd-2025-08-12-003,2025-08-12,cigarrillos,62d607473056f184133a348e15c0dda2b9c9d55bfd2e96e37dcc538746a218cc,http://localhost:3000/jugar?id=ktd-2025-08-12-003&sig=62d607473056f184133a348e15c0dda2b9c9d55bfd2e96e37dcc538746a218cc
ktd-2025-08-12-004,2025-08-12,trident,4a6d3416349aeca8bf290d3f5e72ba158263dd01e8a9728ef4476ef0bd35111a,http://localhost:3000/jugar?id=ktd-2025-08-12-004&sig=4a6d3416349aeca8bf290d3f5e72ba158263dd01e8a9728ef4476ef0bd35111a
ktd-2025-08-12-005,2025-08-12,trident,6c98d9674b604a5d0d7cc561b8614387dbe58379be313c74002ec85c838c83ab,http://localhost:3000/jugar?id=ktd-2025-08-12-005&sig=6c98d9674b604a5d0d7cc561b8614387dbe58379be313c74002ec85c838c83ab
ktd-2025-08-12-006,2025-08-12,popcorn,2b744a288b01272efd8a463e4281b5d2b16e7e5d96ee8d02ebf6f0824d68d6e8,http://localhost:3000/jugar?id=ktd-2025-08-12-006&sig=2b744a288b01272efd8a463e4281b5d2b16e7e5d96ee8d02ebf6f0824d68d6e8
ktd-2025-08-12-007,2025-08-12,agua,f3ff838ce75939aaa32cecf98ea05f3a5a3b97bb4dfee52d749c47b5c3eeaa18,http://localhost:3000/jugar?id=ktd-2025-08-12-007&sig=f3ff838ce75939aaa32cecf98ea05f3a5a3b97bb4dfee52d749c47b5c3eeaa18
ktd-2025-08-12-008,2025-08-12,trident,85acd2bb27e2f441618a41897390f45af661c64906be6c63ab33f7a87c7723d5,http://localhost:3000/jugar?id=ktd-2025-08-12-008&sig=85acd2bb27e2f441618a41897390f45af661c64906be6c63ab33f7a87c7723d5
ktd-2025-08-12-009,2025-08-12,trident,67802160718b5058a75d90a192b587a38ae71677f6a8e28c07a7fb294f485586,http://localhost:3000/jugar?id=ktd-2025-08-12-009&sig=67802160718b5058a75d90a192b587a38ae71677f6a8e28c07a7fb294f485586
ktd-2025-08-12-010,2025-08-12,chupetines,5960ca811137ea3aff2db9818d0a0d18518a74c9b0165c0b17128c654cfe52d5,http://localhost:3000/jugar?id=ktd-2025-08-12-010&sig=5960ca811137ea3aff2db9818d0a0d18518a74c9b0165c0b17128c654cfe52d5
