id,day,prize,sig,url
ktd-2025-08-20-001,2025-08-20,agua,f9c086fc9babcadcf8348bbc30d1e05974e68a67980c776b30ed98799d7291b9,http://localhost:3000/jugar?id=ktd-2025-08-20-001&sig=f9c086fc9babcadcf8348bbc30d1e05974e68a67980c776b30ed98799d7291b9
ktd-2025-08-20-002,2025-08-20,trident,89beaab1f83f219160eebcb5b4e16609b768124c7a39624288a4282899146593,http://localhost:3000/jugar?id=ktd-2025-08-20-002&sig=89beaab1f83f219160eebcb5b4e16609b768124c7a39624288a4282899146593
ktd-2025-08-20-003,2025-08-20,cerebritos,f99f9500c8e9e4f6eedd024ea1d40c4f7321fe604abe21f4339f8358c47de407,http://localhost:3000/jugar?id=ktd-2025-08-20-003&sig=f99f9500c8e9e4f6eedd024ea1d40c4f7321fe604abe21f4339f8358c47de407
ktd-2025-08-20-004,2025-08-20,popcorn,980f84a73d8b83f853fe2efc2dfc5ba5bfcb0b4bfac494b417afed19495d6bb4,http://localhost:3000/jugar?id=ktd-2025-08-20-004&sig=980f84a73d8b83f853fe2efc2dfc5ba5bfcb0b4bfac494b417afed19495d6bb4
ktd-2025-08-20-005,2025-08-20,cigarrillos,1f51c6df046c710333aad6dd7118e51d25d257b407788f2b1f6729fb79c44a5e,http://localhost:3000/jugar?id=ktd-2025-08-20-005&sig=1f51c6df046c710333aad6dd7118e51d25d257b407788f2b1f6729fb79c44a5e
ktd-2025-08-20-006,2025-08-20,trident,53527383958a684e9591ab888bf6400d2337795fa02c908ff5869e84d77e5a92,http://localhost:3000/jugar?id=ktd-2025-08-20-006&sig=53527383958a684e9591ab888bf6400d2337795fa02c908ff5869e84d77e5a92
ktd-2025-08-20-007,2025-08-20,cigarrillos,dedeb88e144d872d8dd1f3df2ee0661749ac7ffc21cc50a72750e52a4831b48e,http://localhost:3000/jugar?id=ktd-2025-08-20-007&sig=dedeb88e144d872d8dd1f3df2ee0661749ac7ffc21cc50a72750e52a4831b48e
ktd-2025-08-20-008,2025-08-20,trident,e37d164400d80a0d3f56ae7fd573aedff21b951754fafc1b99d971e23de734a7,http://localhost:3000/jugar?id=ktd-2025-08-20-008&sig=e37d164400d80a0d3f56ae7fd573aedff21b951754fafc1b99d971e23de734a7
ktd-2025-08-20-009,2025-08-20,agua,61e444c513b29a7486d3c5bd280724d7a9a6d870744ef8211592d41ca781aa20,http://localhost:3000/jugar?id=ktd-2025-08-20-009&sig=61e444c513b29a7486d3c5bd280724d7a9a6d870744ef8211592d41ca781aa20
ktd-2025-08-20-010,2025-08-20,trident,840cb5442596911babaa5460600de95fb3931e9a7cd1665eedda5ebc29216478,http://localhost:3000/jugar?id=ktd-2025-08-20-010&sig=840cb5442596911babaa5460600de95fb3931e9a7cd1665eedda5ebc29216478
