id,day,prize,sig,url
ktd-2025-08-13-001,2025-08-13,trident,2944c71f4c6241d7322a0dcd78917c4b6eba5edf6380bb1e174fcb4c8e60c88e,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-001&sig=2944c71f4c6241d7322a0dcd78917c4b6eba5edf6380bb1e174fcb4c8e60c88e
ktd-2025-08-13-002,2025-08-13,trident,f947ba406e1a577c88a767a81841abf0211e8295209fab982e9212c5a8290eeb,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-002&sig=f947ba406e1a577c88a767a81841abf0211e8295209fab982e9212c5a8290eeb
ktd-2025-08-13-003,2025-08-13,agua,fa980af8f3bf15b4aac735f28d918bc5de3f36f9538bc4bf9e9edfca0a5e4385,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-003&sig=fa980af8f3bf15b4aac735f28d918bc5de3f36f9538bc4bf9e9edfca0a5e4385
ktd-2025-08-13-004,2025-08-13,agua,8f719c678700280d2c931bb863ee5091be5674e14b99344cc8c1d7667052ca19,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-004&sig=8f719c678700280d2c931bb863ee5091be5674e14b99344cc8c1d7667052ca19
ktd-2025-08-13-005,2025-08-13,chupetines,f91e5afb043a13f775406817f99e9ba7065b9ad5cc7b2f86d74f30510b10fba6,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-005&sig=f91e5afb043a13f775406817f99e9ba7065b9ad5cc7b2f86d74f30510b10fba6
ktd-2025-08-13-006,2025-08-13,cerebritos,03dc6d172787c402b54ae0baf438c79e9f1e9157a329312c8c637cda2a6ea25c,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-006&sig=03dc6d172787c402b54ae0baf438c79e9f1e9157a329312c8c637cda2a6ea25c
ktd-2025-08-13-007,2025-08-13,chupetines,54939a4b4c6956facf402b74629a77e5716ce7aab0dbaf0d12efcbd4501d842f,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-007&sig=54939a4b4c6956facf402b74629a77e5716ce7aab0dbaf0d12efcbd4501d842f
ktd-2025-08-13-008,2025-08-13,chupetines,e2becd5dd5fa3a218c84ac359e2bd430b823e505e08dbfe18f2227b9c3ccfc89,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-008&sig=e2becd5dd5fa3a218c84ac359e2bd430b823e505e08dbfe18f2227b9c3ccfc89
ktd-2025-08-13-009,2025-08-13,cerebritos,fed244e9c015231236c92bdad21901ddbb0d3d8d2f0e6e30bd4716680c8a3e17,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-009&sig=fed244e9c015231236c92bdad21901ddbb0d3d8d2f0e6e30bd4716680c8a3e17
ktd-2025-08-13-010,2025-08-13,trident,b9c6252e12197aba27b2a32e828f04f5ddef36487d509495e38e12b7001ecb6d,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-010&sig=b9c6252e12197aba27b2a32e828f04f5ddef36487d509495e38e12b7001ecb6d
ktd-2025-08-13-011,2025-08-13,trident,a8ed38ee9913ecb4da435f46c74a420a5d7ec0aeaf3ed6b8b3f74f167fd02b22,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-011&sig=a8ed38ee9913ecb4da435f46c74a420a5d7ec0aeaf3ed6b8b3f74f167fd02b22
ktd-2025-08-13-012,2025-08-13,cerebritos,f97b0aecc3956bd009033eba55f26fcb6d878d0845c312b303ac7a0cc0d5c2d7,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-012&sig=f97b0aecc3956bd009033eba55f26fcb6d878d0845c312b303ac7a0cc0d5c2d7
ktd-2025-08-13-013,2025-08-13,cigarrillos,2ef522d8ba87538976bbad6f2f24637bef754a8861ba13feccf309cb393ca89f,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-013&sig=2ef522d8ba87538976bbad6f2f24637bef754a8861ba13feccf309cb393ca89f
ktd-2025-08-13-014,2025-08-13,popcorn,a655d5760eadd1b1222eeddb122be8b2e7ee1ea6a03d6acc00ecb4b23b19a049,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-014&sig=a655d5760eadd1b1222eeddb122be8b2e7ee1ea6a03d6acc00ecb4b23b19a049
ktd-2025-08-13-015,2025-08-13,cigarrillos,4fcc3dae64e5ab2d8171f4dcf87d41a595f15d07c87837393d0ab56e2a315a37,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-015&sig=4fcc3dae64e5ab2d8171f4dcf87d41a595f15d07c87837393d0ab56e2a315a37
ktd-2025-08-13-016,2025-08-13,agua,1fc34d16d8add93b110fc70b83f080e08b22e637e0475aa8088a68130f647701,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-016&sig=1fc34d16d8add93b110fc70b83f080e08b22e637e0475aa8088a68130f647701
ktd-2025-08-13-017,2025-08-13,popcorn,3bc4de1304ebe44ec6e73a7c08ec0917f18c1ab10f7fbf19faa59e89ecaba477,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-017&sig=3bc4de1304ebe44ec6e73a7c08ec0917f18c1ab10f7fbf19faa59e89ecaba477
ktd-2025-08-13-018,2025-08-13,chupetines,02ba4133cb001be8d8507359f2540cae9cbf2ee2c9de9d6375357247ccfd0579,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-018&sig=02ba4133cb001be8d8507359f2540cae9cbf2ee2c9de9d6375357247ccfd0579
ktd-2025-08-13-019,2025-08-13,trident,8f8e8f06249ae2a9df9d839b74d6428e887cc8e6ffa69dc9cecea6426d3d0ce4,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-019&sig=8f8e8f06249ae2a9df9d839b74d6428e887cc8e6ffa69dc9cecea6426d3d0ce4
ktd-2025-08-13-020,2025-08-13,popcorn,4329601b207247b8021eccdcb1df7899ccbf35b18a6144ab3641be4a7892292b,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-020&sig=4329601b207247b8021eccdcb1df7899ccbf35b18a6144ab3641be4a7892292b
ktd-2025-08-13-021,2025-08-13,chupetines,7c71c5dcd7d1820c3b47444317775d32fb1309706de38472a71dfb8a36abb127,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-021&sig=7c71c5dcd7d1820c3b47444317775d32fb1309706de38472a71dfb8a36abb127
ktd-2025-08-13-022,2025-08-13,chupetines,0f2826c3202ff304f8b64216adf9f64e7f50cd501aebb03e229ec18654e516a1,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-022&sig=0f2826c3202ff304f8b64216adf9f64e7f50cd501aebb03e229ec18654e516a1
ktd-2025-08-13-023,2025-08-13,cigarrillos,fa941c03881e72da067bf4b330104effc8537fcf679c0f31e8778d4660129110,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-023&sig=fa941c03881e72da067bf4b330104effc8537fcf679c0f31e8778d4660129110
ktd-2025-08-13-024,2025-08-13,cigarrillos,ee42e4ee4f9491eefe7d5a428b6bc03abe17d759836c52a34e54d72a1ba70a08,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-024&sig=ee42e4ee4f9491eefe7d5a428b6bc03abe17d759836c52a34e54d72a1ba70a08
ktd-2025-08-13-025,2025-08-13,trident,ff18c9c3bf7c60972084c7dd1d274f5a03ab90c288b60612ce82576c61e1dd6b,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-025&sig=ff18c9c3bf7c60972084c7dd1d274f5a03ab90c288b60612ce82576c61e1dd6b
ktd-2025-08-13-026,2025-08-13,chupetines,42b6cfc848a170fdfcd3b0b6f6cfd7da812513580ed052f38fd2f482eab90b3f,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-026&sig=42b6cfc848a170fdfcd3b0b6f6cfd7da812513580ed052f38fd2f482eab90b3f
ktd-2025-08-13-027,2025-08-13,agua,dc641cbcd9b265f83b568231b361486f376dc143e5ab420b1c507d4c29e9938c,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-027&sig=dc641cbcd9b265f83b568231b361486f376dc143e5ab420b1c507d4c29e9938c
ktd-2025-08-13-028,2025-08-13,chupetines,537b1310ca4e62d3e6044a76d5ddc072dbbd429a97e880101790a2ed0a1bddd2,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-028&sig=537b1310ca4e62d3e6044a76d5ddc072dbbd429a97e880101790a2ed0a1bddd2
ktd-2025-08-13-029,2025-08-13,agua,67d55fd8953af226fb5d1d45383f627ccb5b1721ac1c9cf529e7077f452bad24,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-029&sig=67d55fd8953af226fb5d1d45383f627ccb5b1721ac1c9cf529e7077f452bad24
ktd-2025-08-13-030,2025-08-13,agua,2de430fc22cef8ec1870198c2df4a4b3baa088783d5f0357ec2819d1780fe814,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-030&sig=2de430fc22cef8ec1870198c2df4a4b3baa088783d5f0357ec2819d1780fe814
ktd-2025-08-13-031,2025-08-13,popcorn,a95ac60256a05dca9426b823a2e63c4ca2495ebcc7e4dc16b4ad817e1f8d4a5f,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-031&sig=a95ac60256a05dca9426b823a2e63c4ca2495ebcc7e4dc16b4ad817e1f8d4a5f
ktd-2025-08-13-032,2025-08-13,cerebritos,5732941a1f1a8146471cf192fb8c1ea537c0361eda4523e973dfa7c3880c6be8,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-032&sig=5732941a1f1a8146471cf192fb8c1ea537c0361eda4523e973dfa7c3880c6be8
ktd-2025-08-13-033,2025-08-13,chupetines,eb731575c8e9a71314b06e611460905361aa0cddc7ffb001fc6655bcf9e6c30e,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-033&sig=eb731575c8e9a71314b06e611460905361aa0cddc7ffb001fc6655bcf9e6c30e
ktd-2025-08-13-034,2025-08-13,cerebritos,9b7b43c6e1a1fe252cfdab22a39460e283e9b757047d478461579f8014c8cdf1,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-034&sig=9b7b43c6e1a1fe252cfdab22a39460e283e9b757047d478461579f8014c8cdf1
ktd-2025-08-13-035,2025-08-13,agua,eb83071e1a4fd955aea79cc399e527db8ae153a6337c1484fddbe0283121182b,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-035&sig=eb83071e1a4fd955aea79cc399e527db8ae153a6337c1484fddbe0283121182b
ktd-2025-08-13-036,2025-08-13,chupetines,897c2c066589081e41cfd4e0edbe8985dd4dbc9ee832272e8b28d875c1f37780,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-036&sig=897c2c066589081e41cfd4e0edbe8985dd4dbc9ee832272e8b28d875c1f37780
ktd-2025-08-13-037,2025-08-13,cerebritos,d628ae97dbdffc027c50963a3e74d4e8675b800c4ac448e96aceeb0179e437e7,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-037&sig=d628ae97dbdffc027c50963a3e74d4e8675b800c4ac448e96aceeb0179e437e7
ktd-2025-08-13-038,2025-08-13,cigarrillos,2a7e99c58615ac3096f77b4157658cc8870c82639b9358c6a826841cc2074cad,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-038&sig=2a7e99c58615ac3096f77b4157658cc8870c82639b9358c6a826841cc2074cad
ktd-2025-08-13-039,2025-08-13,chupetines,8a71b582f23fc5c3e6a73ac7c0646077d2656dff48848c61213453ee5a6c4233,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-039&sig=8a71b582f23fc5c3e6a73ac7c0646077d2656dff48848c61213453ee5a6c4233
ktd-2025-08-13-040,2025-08-13,chupetines,ed530475c178fde3a79a403288149b624d6670c0dfcde2a6e0e95a13abf539d7,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-040&sig=ed530475c178fde3a79a403288149b624d6670c0dfcde2a6e0e95a13abf539d7
ktd-2025-08-13-041,2025-08-13,agua,742344ec2cd9d000f82089739a0436f5837acbc7721102694619f47a953e8210,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-041&sig=742344ec2cd9d000f82089739a0436f5837acbc7721102694619f47a953e8210
ktd-2025-08-13-042,2025-08-13,popcorn,aea3447189267fa78549b9a329348f3ace50c75539bf84f8ba58684f64bd3ae3,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-042&sig=aea3447189267fa78549b9a329348f3ace50c75539bf84f8ba58684f64bd3ae3
ktd-2025-08-13-043,2025-08-13,chupetines,eaca2bf2c4c34a2291751d8b826b455787bcc73c5214a402e7cdb8a6374e18f9,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-043&sig=eaca2bf2c4c34a2291751d8b826b455787bcc73c5214a402e7cdb8a6374e18f9
ktd-2025-08-13-044,2025-08-13,cigarrillos,05a374fffc8e8df7fbbd6936f7b7509c4a1a3dc0d5346fe2855a2d03d26584f8,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-044&sig=05a374fffc8e8df7fbbd6936f7b7509c4a1a3dc0d5346fe2855a2d03d26584f8
ktd-2025-08-13-045,2025-08-13,agua,d236c41347fe08d88243a2ddd9564543ac60bad177ef1af716cdc955c05d456d,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-045&sig=d236c41347fe08d88243a2ddd9564543ac60bad177ef1af716cdc955c05d456d
ktd-2025-08-13-046,2025-08-13,chupetines,75b74f7f5cfdd6446527a5d7b6b0897a8981f2b0875b27f296622aab8d585266,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-046&sig=75b74f7f5cfdd6446527a5d7b6b0897a8981f2b0875b27f296622aab8d585266
ktd-2025-08-13-047,2025-08-13,agua,a1a75cc69b95051b8aac7f39613d817bbc4aee8540685e5df97526cbb7e3403d,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-047&sig=a1a75cc69b95051b8aac7f39613d817bbc4aee8540685e5df97526cbb7e3403d
ktd-2025-08-13-048,2025-08-13,popcorn,7762bafd79dae8fabe7b47998c7f29676aa477264a85f28aeec8ebf0244d89e5,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-048&sig=7762bafd79dae8fabe7b47998c7f29676aa477264a85f28aeec8ebf0244d89e5
ktd-2025-08-13-049,2025-08-13,cigarrillos,58fada1be93c977ff48c6e8d1f07e149546c023da0287949d37d145710690328,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-049&sig=58fada1be93c977ff48c6e8d1f07e149546c023da0287949d37d145710690328
ktd-2025-08-13-050,2025-08-13,cerebritos,3e0b8ceff87f88bc9c765e1021808e16a956b3add45191f0df4c9a2eb86c06fe,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-050&sig=3e0b8ceff87f88bc9c765e1021808e16a956b3add45191f0df4c9a2eb86c06fe
ktd-2025-08-13-051,2025-08-13,popcorn,e044df725706d2c7b40c9f30f729e76a06104c96e8818853c68b789595ac25e7,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-051&sig=e044df725706d2c7b40c9f30f729e76a06104c96e8818853c68b789595ac25e7
ktd-2025-08-13-052,2025-08-13,chupetines,5c925b65969e12829a799bee94333a9a467d10c5be76e04b4b68e39f28097500,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-052&sig=5c925b65969e12829a799bee94333a9a467d10c5be76e04b4b68e39f28097500
ktd-2025-08-13-053,2025-08-13,chupetines,fa6c9cc291038e633dc5e65bb3912f3571bdea14581f687a7914429a6add27a9,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-053&sig=fa6c9cc291038e633dc5e65bb3912f3571bdea14581f687a7914429a6add27a9
ktd-2025-08-13-054,2025-08-13,chupetines,64a15594a779535793b53ba1d7cd110aff2eacb627c2e6b4eed98888be4e2eb0,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-054&sig=64a15594a779535793b53ba1d7cd110aff2eacb627c2e6b4eed98888be4e2eb0
ktd-2025-08-13-055,2025-08-13,cerebritos,df4093fb61a87470a94efd8aeb07d8f49bd61ea7c92967c80a28e4237e8436c8,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-055&sig=df4093fb61a87470a94efd8aeb07d8f49bd61ea7c92967c80a28e4237e8436c8
ktd-2025-08-13-056,2025-08-13,cerebritos,f4d1418d273eb80bb3ea07bf1956d4010bb3ee1e2de02011edb2676a1f69de15,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-056&sig=f4d1418d273eb80bb3ea07bf1956d4010bb3ee1e2de02011edb2676a1f69de15
ktd-2025-08-13-057,2025-08-13,cerebritos,e5045ecfed25b40cb397d39e523925166c9f6a2a0c07ee824ac97ea278cc2e2e,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-057&sig=e5045ecfed25b40cb397d39e523925166c9f6a2a0c07ee824ac97ea278cc2e2e
ktd-2025-08-13-058,2025-08-13,cigarrillos,db4e2c6dfcafee468550718ff72e705031d44603612f09e3676496c193ffc7c9,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-058&sig=db4e2c6dfcafee468550718ff72e705031d44603612f09e3676496c193ffc7c9
ktd-2025-08-13-059,2025-08-13,cigarrillos,c3448c583f5c0ffed01e267a6b40a80d3e4dfd0d99d5a308e14e42f1eec23925,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-059&sig=c3448c583f5c0ffed01e267a6b40a80d3e4dfd0d99d5a308e14e42f1eec23925
ktd-2025-08-13-060,2025-08-13,trident,82ede359c43a0f42fb174654ef846aea7062078f50ca34c7ac5342030a560ccc,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-060&sig=82ede359c43a0f42fb174654ef846aea7062078f50ca34c7ac5342030a560ccc
ktd-2025-08-13-061,2025-08-13,cigarrillos,101922e8dcd52b1f82c8992acd0919e9f10819f3917193dfbf5d62ae3d272fef,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-061&sig=101922e8dcd52b1f82c8992acd0919e9f10819f3917193dfbf5d62ae3d272fef
ktd-2025-08-13-062,2025-08-13,trident,e13997d10dcf6118cc869a9f48a58820ca07cac104c900bdd9af02cdfb1b9c1f,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-062&sig=e13997d10dcf6118cc869a9f48a58820ca07cac104c900bdd9af02cdfb1b9c1f
ktd-2025-08-13-063,2025-08-13,popcorn,f599629d7976b4895384a0c9e12fc57d31ab5a582f55b7d7cd2fd877080f41e0,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-063&sig=f599629d7976b4895384a0c9e12fc57d31ab5a582f55b7d7cd2fd877080f41e0
ktd-2025-08-13-064,2025-08-13,cigarrillos,6fd24908c3f45ba1897f7316f94cc4308b07219672fb1503ff0b944ba7528fe6,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-064&sig=6fd24908c3f45ba1897f7316f94cc4308b07219672fb1503ff0b944ba7528fe6
ktd-2025-08-13-065,2025-08-13,trident,9d7ef01c85d43bc7d2e1b2133f3ec807634994db3eaa443b60e15e1cbf3be4a5,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-065&sig=9d7ef01c85d43bc7d2e1b2133f3ec807634994db3eaa443b60e15e1cbf3be4a5
ktd-2025-08-13-066,2025-08-13,popcorn,e478bc7de6a38a65fc57fe0c7ba89c7a334ca92dd07d755838dffddf6e7c0315,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-066&sig=e478bc7de6a38a65fc57fe0c7ba89c7a334ca92dd07d755838dffddf6e7c0315
ktd-2025-08-13-067,2025-08-13,agua,879e56bd79e39ca982cfc0bbe4a3244aa7937320d15f5bfba51be45098a009b8,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-067&sig=879e56bd79e39ca982cfc0bbe4a3244aa7937320d15f5bfba51be45098a009b8
ktd-2025-08-13-068,2025-08-13,cigarrillos,0f613d096e72650299b5708c287d2a92ccc822045efdbd3b76aece16dfc6a6f8,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-068&sig=0f613d096e72650299b5708c287d2a92ccc822045efdbd3b76aece16dfc6a6f8
ktd-2025-08-13-069,2025-08-13,chupetines,b0d882f5817447e4371bb00cba252a0aab9273e14965ed2bd02c2df3b157a161,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-069&sig=b0d882f5817447e4371bb00cba252a0aab9273e14965ed2bd02c2df3b157a161
ktd-2025-08-13-070,2025-08-13,cigarrillos,17990891d73741051fe7c49ba93510e88f90df7f57689669a3654a1095716d6f,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-070&sig=17990891d73741051fe7c49ba93510e88f90df7f57689669a3654a1095716d6f
