id,day,prize,sig,url
ktd-2025-08-24-001,2025-08-24,chupetines,66f9273bd7ece24331dabb23ecbb87901e03c165c3627dc6fa26672cc549fa65,https://app.example.com/jugar?id=ktd-2025-08-24-001&sig=66f9273bd7ece24331dabb23ecbb87901e03c165c3627dc6fa26672cc549fa65
ktd-2025-08-24-002,2025-08-24,trident,a27c761e62d7997b9b93ff157b878cb5830b1abfe3df237ec5ebcf525e9d0080,https://app.example.com/jugar?id=ktd-2025-08-24-002&sig=a27c761e62d7997b9b93ff157b878cb5830b1abfe3df237ec5ebcf525e9d0080
ktd-2025-08-24-003,2025-08-24,trident,ac76e1d677e1a6730f59a9bb612edce96ccaf5399d95f28acb1b8db30d4ffa5b,https://app.example.com/jugar?id=ktd-2025-08-24-003&sig=ac76e1d677e1a6730f59a9bb612edce96ccaf5399d95f28acb1b8db30d4ffa5b
ktd-2025-08-24-004,2025-08-24,popcorn,187b841f376ce0239c110bdb06436e0eab132bd03b8e6adb4aab4315cd01ed47,https://app.example.com/jugar?id=ktd-2025-08-24-004&sig=187b841f376ce0239c110bdb06436e0eab132bd03b8e6adb4aab4315cd01ed47
ktd-2025-08-24-005,2025-08-24,chupetines,424e2215d1df7dc46357ba61f3d228377895dd1bea1cf959f2094c9b22333be7,https://app.example.com/jugar?id=ktd-2025-08-24-005&sig=424e2215d1df7dc46357ba61f3d228377895dd1bea1cf959f2094c9b22333be7
ktd-2025-08-24-006,2025-08-24,chupetines,e5a9ca1ce3a5bfa180a4530450237424a1c36eb6f4d8e449dd50ac9d523bdaf6,https://app.example.com/jugar?id=ktd-2025-08-24-006&sig=e5a9ca1ce3a5bfa180a4530450237424a1c36eb6f4d8e449dd50ac9d523bdaf6
ktd-2025-08-24-007,2025-08-24,cerebritos,c3555561894fa3a062d66bfa14b5042cc63bcff2a71d44abd471814c3c14dd5a,https://app.example.com/jugar?id=ktd-2025-08-24-007&sig=c3555561894fa3a062d66bfa14b5042cc63bcff2a71d44abd471814c3c14dd5a
ktd-2025-08-24-008,2025-08-24,agua,0b15253c848bb9e5c53e79aede567a4027761072bda3c8fb1ff87c32d4343e32,https://app.example.com/jugar?id=ktd-2025-08-24-008&sig=0b15253c848bb9e5c53e79aede567a4027761072bda3c8fb1ff87c32d4343e32
ktd-2025-08-24-009,2025-08-24,chupetines,b4c046ea83d11cabcb345c855c56c7b0f319572b6bc9d22183544fa8b520dee7,https://app.example.com/jugar?id=ktd-2025-08-24-009&sig=b4c046ea83d11cabcb345c855c56c7b0f319572b6bc9d22183544fa8b520dee7
ktd-2025-08-24-010,2025-08-24,cerebritos,59d3edac9ba0a89e2f28e217627f11e940229a6defb3f3c519a1bb0d75641c8d,https://app.example.com/jugar?id=ktd-2025-08-24-010&sig=59d3edac9ba0a89e2f28e217627f11e940229a6defb3f3c519a1bb0d75641c8d
ktd-2025-08-24-011,2025-08-24,agua,509a89cfd60aac2a2564e18e25ab85bff5a6e9907965f09210a436b8eb34175c,https://app.example.com/jugar?id=ktd-2025-08-24-011&sig=509a89cfd60aac2a2564e18e25ab85bff5a6e9907965f09210a436b8eb34175c
ktd-2025-08-24-012,2025-08-24,cigarrillos,37572c661244c5dfaa47bd246dba56bb6b13cbc322e4c8511dd7048685735b4d,https://app.example.com/jugar?id=ktd-2025-08-24-012&sig=37572c661244c5dfaa47bd246dba56bb6b13cbc322e4c8511dd7048685735b4d
ktd-2025-08-24-013,2025-08-24,agua,1382840e7ec58a3e67c41941d122c1c9f9e31f1e20bad31b2b763ba71c41ef92,https://app.example.com/jugar?id=ktd-2025-08-24-013&sig=1382840e7ec58a3e67c41941d122c1c9f9e31f1e20bad31b2b763ba71c41ef92
ktd-2025-08-24-014,2025-08-24,cigarrillos,595fdc4e72c81fa1e3373783e3ee6c4ef7b19ee7224b8a81e4d081e0dfb1fa6a,https://app.example.com/jugar?id=ktd-2025-08-24-014&sig=595fdc4e72c81fa1e3373783e3ee6c4ef7b19ee7224b8a81e4d081e0dfb1fa6a
ktd-2025-08-24-015,2025-08-24,chupetines,4cfd74c452c0f144a25026fddab32df68cbae68ade503388e5648508e21a0f6e,https://app.example.com/jugar?id=ktd-2025-08-24-015&sig=4cfd74c452c0f144a25026fddab32df68cbae68ade503388e5648508e21a0f6e
ktd-2025-08-24-016,2025-08-24,trident,ca0922fe404f83b5e1e19954d0ccfa376a2ced32709ad4e30b3089014b5abba9,https://app.example.com/jugar?id=ktd-2025-08-24-016&sig=ca0922fe404f83b5e1e19954d0ccfa376a2ced32709ad4e30b3089014b5abba9
ktd-2025-08-24-017,2025-08-24,chupetines,157a80267ffb1bbec55b9eafffdc8ad912f4526f25dbf1403c2708467f4655ec,https://app.example.com/jugar?id=ktd-2025-08-24-017&sig=157a80267ffb1bbec55b9eafffdc8ad912f4526f25dbf1403c2708467f4655ec
ktd-2025-08-24-018,2025-08-24,popcorn,5bc9bc933227daea972dc2e745711cfbcf6eac60aac4d944a9997a6454e85f21,https://app.example.com/jugar?id=ktd-2025-08-24-018&sig=5bc9bc933227daea972dc2e745711cfbcf6eac60aac4d944a9997a6454e85f21
