id,day,prize,sig,url
ktd-2025-08-13-001,2025-08-13,popcorn,50cdcf53e9e3b26934108c9671c0c9df0aa729979dbe78d9eba0989efe1caf84,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-001&sig=50cdcf53e9e3b26934108c9671c0c9df0aa729979dbe78d9eba0989efe1caf84
ktd-2025-08-13-002,2025-08-13,popcorn,76d1e9d84381560770c17d776f0e146c040e46529e6e75ade2624488cad1884a,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-002&sig=76d1e9d84381560770c17d776f0e146c040e46529e6e75ade2624488cad1884a
ktd-2025-08-13-003,2025-08-13,trident,a37936f9bca803eeae96035d1207341b73b6aa0ead805d69b91343d6dbd0aee9,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-003&sig=a37936f9bca803eeae96035d1207341b73b6aa0ead805d69b91343d6dbd0aee9
ktd-2025-08-13-004,2025-08-13,cerebritos,e45b65c16cb2ce4d1e064f79b92e35c551be3fdedf21e51c95ad400e17bb90bf,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-004&sig=e45b65c16cb2ce4d1e064f79b92e35c551be3fdedf21e51c95ad400e17bb90bf
ktd-2025-08-13-005,2025-08-13,cigarrillos,38afadb52a9d6d174c7e86da3df6c3d88708da8ee104f9edf99a917382ecca94,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-005&sig=38afadb52a9d6d174c7e86da3df6c3d88708da8ee104f9edf99a917382ecca94
ktd-2025-08-13-006,2025-08-13,trident,1df7c9d94d812b61021ebe6721a9fe0b0efacbd7c1b3300636254ad479bea546,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-006&sig=1df7c9d94d812b61021ebe6721a9fe0b0efacbd7c1b3300636254ad479bea546
ktd-2025-08-13-007,2025-08-13,trident,09c7ebd6700f090130e424150587125adaf510bfe95ddb1bcb499f91e0c1c051,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-007&sig=09c7ebd6700f090130e424150587125adaf510bfe95ddb1bcb499f91e0c1c051
ktd-2025-08-13-008,2025-08-13,popcorn,2f22d092b0d630249cf4b2ee109edacf000036c50e8e179dfba778da68b0151a,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-008&sig=2f22d092b0d630249cf4b2ee109edacf000036c50e8e179dfba778da68b0151a
ktd-2025-08-13-009,2025-08-13,chupetines,4354d446863a4a53bd0be606a8d25014f2ea79c53dc0dc8e25790472ea37e055,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-009&sig=4354d446863a4a53bd0be606a8d25014f2ea79c53dc0dc8e25790472ea37e055
ktd-2025-08-13-010,2025-08-13,trident,a2fe263189d43b4fa360d98014384fc0be3e53bc94118002351e269f5e6437d0,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-010&sig=a2fe263189d43b4fa360d98014384fc0be3e53bc94118002351e269f5e6437d0
ktd-2025-08-13-011,2025-08-13,agua,d62499c89e7c039c22ca8850e770daf0dd3b5542d8e497c8e31b842de9bfcee1,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-011&sig=d62499c89e7c039c22ca8850e770daf0dd3b5542d8e497c8e31b842de9bfcee1
ktd-2025-08-13-012,2025-08-13,chupetines,bb93dfca22edebe567a30a3eb97a5b2523ee5f6f7c1d7128677559fe22c41079,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-012&sig=bb93dfca22edebe567a30a3eb97a5b2523ee5f6f7c1d7128677559fe22c41079
ktd-2025-08-13-013,2025-08-13,trident,52dce44fb4f3c3c850a73c50bbd1ff0652221fc780a0420592f60be6fff53212,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-013&sig=52dce44fb4f3c3c850a73c50bbd1ff0652221fc780a0420592f60be6fff53212
ktd-2025-08-13-014,2025-08-13,cigarrillos,cc26ebd93a11449c8664f43863e8b0dce91362f72e86783985304c72061bce78,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-014&sig=cc26ebd93a11449c8664f43863e8b0dce91362f72e86783985304c72061bce78
ktd-2025-08-13-015,2025-08-13,popcorn,b90471c5a3ccd16b15d207a0d83ac85381d46691207e1fc5677401262150090a,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-015&sig=b90471c5a3ccd16b15d207a0d83ac85381d46691207e1fc5677401262150090a
ktd-2025-08-13-016,2025-08-13,cigarrillos,89376aabe5cc9a34aca0fa11f6dbbc30e4c2ca59f08884a8b1866d70d2a5d64a,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-016&sig=89376aabe5cc9a34aca0fa11f6dbbc30e4c2ca59f08884a8b1866d70d2a5d64a
ktd-2025-08-13-017,2025-08-13,chupetines,f7f0c3508c067c5054315473de9b6caeb453503f5934b894e8c7776842c5d14b,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-017&sig=f7f0c3508c067c5054315473de9b6caeb453503f5934b894e8c7776842c5d14b
ktd-2025-08-13-018,2025-08-13,trident,481240e032c94b2781f3a21972a9191bdabb62d4b2f6cdeb9d9a7aa73e26a933,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-018&sig=481240e032c94b2781f3a21972a9191bdabb62d4b2f6cdeb9d9a7aa73e26a933
ktd-2025-08-13-019,2025-08-13,cigarrillos,b3e5398b106848af4fab1054721069012e2a7de53d704473af4378a9fd700349,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-019&sig=b3e5398b106848af4fab1054721069012e2a7de53d704473af4378a9fd700349
ktd-2025-08-13-020,2025-08-13,agua,d0cc5ccd61897419f05bd4aee3d5a08c304a06292935efda0d9b098fe16173be,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-020&sig=d0cc5ccd61897419f05bd4aee3d5a08c304a06292935efda0d9b098fe16173be
ktd-2025-08-13-021,2025-08-13,agua,7e00fd54b31f8233305b7b9c134acfbf16f5612916891a5fa3e194635b370f53,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-021&sig=7e00fd54b31f8233305b7b9c134acfbf16f5612916891a5fa3e194635b370f53
ktd-2025-08-13-022,2025-08-13,cigarrillos,3a4140cfdd23ed06ff7f5557dbf1ecf7f6012a99cbfc1dfff3256aaa9f1a49ba,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-022&sig=3a4140cfdd23ed06ff7f5557dbf1ecf7f6012a99cbfc1dfff3256aaa9f1a49ba
ktd-2025-08-13-023,2025-08-13,cerebritos,9b0119decc9ee57d98be5c2b1f15d72cb9205c37f7719cbf5821d19b87690c77,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-023&sig=9b0119decc9ee57d98be5c2b1f15d72cb9205c37f7719cbf5821d19b87690c77
ktd-2025-08-13-024,2025-08-13,cigarrillos,4cff368d9960b29ebde68e1bf890082f5d740012c74778394af85bcaf1204548,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-024&sig=4cff368d9960b29ebde68e1bf890082f5d740012c74778394af85bcaf1204548
ktd-2025-08-13-025,2025-08-13,agua,7ae69da243a7b240e2d5dcff437ebd7594ff83e7d3a4eda78f4555501335e75d,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-025&sig=7ae69da243a7b240e2d5dcff437ebd7594ff83e7d3a4eda78f4555501335e75d
ktd-2025-08-13-026,2025-08-13,trident,192efa204960886d5589c700c1caab4dfb55c6eab768e8544aca64f92ef33dcd,https://pulserasktdrallounge.vercel.app/jugar?id=ktd-2025-08-13-026&sig=192efa204960886d5589c700c1caab4dfb55c6eab768e8544aca64f92ef33dcd
